id	A	B	C	D	E	F	G
91	F6	C3	E3	J1	J3		
92	F6	F9	F9	E8			
93	G1	G1	G1	G1	E2		
94	B1	B1	B1				
95	F6	F3	E2	E2	E2		
96	F6	E5	H10	H10			
97	J10	J4	J10	J10	J10		
98	F6	B2	B2	B2	B2		
99	E5	E3	F2				
100	F6	C10	C10	A5	A5		
101	F6	G2	B6				
102	F6	G1	I2	I6			
103	E9	A3	E9	E9	H10	E9	
104	I2	I2	I2	I2	I2		
105	A8	A8	B9	A8			
106	F6	G2	C2	C2	C2	C2	
107	F6	I8	F10	F10	F10		
108	E9	E9	E9	E9			
109	B2	C6	C3	C2			
110	F6	J8	G4	G4	J8		
111	B7	B7	B7	B7	B7	B7	
112	F6	G5	G5	G5			
113	D8	F10	D8	D8			
114	F6	E7	B1	B1	B1	B1	
115	F7	F7					
116	F8	F8	F8	E9			
117	F6	J8	J8	J8	J8		
118	F6	I8	I8	I8			
119	B6	B6	A9	A10	B6		
120	F6	J3	J3	J3			
121	F9	F9	A9	A9	F9	F9	
122	C3	C3	C1				
123	F6	J10	J10	J10			
124	F6	B9	B9	B9	B9		
125	F5	F5	G9				
126	F6	A4	F7	A4			
127	F6	A3	A3	F2	F2		
128	E9	A9	E9	A10	E9	E9	
129	F6	H5	H5	H5			
130	F6	F1	I9	I9	I9		
131	F6	E9	E9				
132	F6	A8	A8	A8	A8		
133	F6	J7	J1	G2	J1		
134	F6	E3	G2	J2			
135	F6	B2	B2				
136	F6	D10	A10	C7	D7		
137	G2	J10	J9	G2	G2		
138	F6	J8	J8	J8			
139	F6	F9	F7				
140	B7	B10	B7	B7	B7		
141	F6	E3	E3	E9	E9		
142	F6	C7	A10	A10	A10		
143	F6	B9	B5	B5			
144	F6	B1	B1	B1	B1		
145	F1	F1	F1	F1			
146	A1	A1	F7	A1	A1		
147	F6	J10	J10	J10	J10		
148	J1	I2	I2	J1	J1	J1	
149	F6	J4	J4	G4			
150	A1	A1	B1				
151	I8	I9	I8				
152	F6	D7	D7	D7			
153	J4	J4	J1	J4			
154	C6	C6	C7				
155	F6	F9	A8	A8	A8		
156	F6	F9	D5	D5			
157	F6	C10	A4	A4	A4		
158	E2	C2	C2	E2			
159	F2	F2	G1	B3			
160	F6	E9	E9	E9	E9		
161	A9	A9	A9	A9	A9		
162	A10	A10	A10	A10	A10		
163	F6	F9	F9	E2	E2	E2	
164	F6	E7	H10				
165	G8	G8	G8				
166	F6	C10	B8	C8			
167	F6	D3	D3	D3	D3		
168	F6	C8	C8	F9			
169	D3	D3	E3	D3	D3		
170	F6	A9	A9	C6			
171	I2	I2	I2				
172	F6	D5					
173	A4	F2	G1	A4	A4		
174	J1	J1	J1	J1			
175	F6	G8	G8	G8			
176	G5	G5	G8	G5			
177	F10	F10	F10	F10			
178	F6	F10	F10	F10			
179	F6	A3	A3	A3			
180	F3	F3	F3				
181	A7	A7	A6	A10			
182	F6	G2	E2	E2			
183		E3	E3	D2			
184	B9	B9	B9	A9			
185	F6	F10	F3	I8	F10		
186	I2	I2	I2	I2			
187	D3	J2	D3	F2			
188	J4	J4	J4				
189	F6	A4	A4	A4			
190	D5	D5	D5				
191	E5	D6	H2	H2	H2		
192	I5	I5	G4	J10			
193		B2	B2	B2	B2		
194	B1	B2	B1				
195	F6	B7	A5				
196	F6	D4	G2	G2			
197	E2	E2	B10	E2	E2		
198	C7	C7	C7	C7			
199	F6	B1	B1	B1			
200	H2	G1	H2	H2			
201	B9	B9	B9	B9			
202	F7	F7	F7	F7			
203	H10	H10	H10				
204	A4	A8	A4	A4			
205	A1	A1	A1	A1			
206	F4	J7	J7				
207	F6	F1	G8	G8			
208	A9	F9	A9	A9			
209	F6	F9	F9	F9	I9		
210		A8	C7	A8			
211	I9	I9	I9	I9			
212	F6	J4					
213	B1	B1	B1				
214	D10	D10					
215		F7					
