id	A	B	C	D	E	F	G
75	C10	C10	C10	C10			
76	A8	A8	A8	A8	A8		
77	C2	G5	G5	D3	D3		
78	B9	A10	B9	B9	B9		
79	F6	D10	E9	C10	C10		
80	F6	F10	A4	A4			
81	F6	H5	H5	H5			
82	E9	E9	E9	E9			
83	B7	A4	A6	A9	B7		
84	A9	A9	E2	A9	A9	A9	
85	F6	G1	A3	G1	G1		
86	B7	B7	B7	B7	B7		
87	F6	E7	C2	C2	C2	C2	
88	A1	A9	A9	A1	A1		
89	F6	D10	A10	A10	C10		
90	F6	A4	C1				
91	F6	A4	E9	E9	E9		
92		H5	H5	G8			
93	D5	D5	D5	F9			
94	F6	G2	G2	G2	G2		
95	F5	I2	I2	I2	I2		
96	A9	A9	A8	C8	A9		
97	C3	C3	C3	B3			
98	F6	D3	D3	D3			
99	F6	G2	G2	G2			
100	F6	B9	B9	B9			
101	F6	J7	E9	E9	E9		
102	E5	F5	C7	D5			
103	F6	I2	I2				
104	B9	B9	B9	B9	B9		
105	F6	E2	E2	E2	E2		
106	F6	F7	D10	D10			
107	F6	A10	B2	A4	A10	A10	
108	F8	F8	G8	F8			
109	E9	A3	E9	E9	E9	E9	
110	F6	G2	G2				
111	F9	A4	B7	F9	F9		
112	F6	J8	J8	J8	J8		
113	F6	E9	F7				
114	F6	J10	J10	E8	J10		
115	F6	J7	I5	J7			
116	F6	H2	J1	H2			
117	F6	C3	I8	I8			
118	C10	C1	D2	C10	C10		
119	F6	D10	D10	D10			
120	F6	B2	B1	F2	F2		
121	J10	D6	J10	J10	J10		
122	F6	B8	I9	I9	I9		
123	F6	E5	E5				
124	F6	G8	G8				
125	F6	C7	A10	A10			
126	A10	A10	A10	A10			
127	A8	A9	A10	A8			
128	F6	G5	G5	G5	G5		
129	F6	E9	D5	D5	E9		
130	G1	G1	G1	I6			
131	F10	I3	J4	F10	F10		
132	D10	F9	F9				
133	F6	G9	F9				
134	F6	A8	D10	C10			
135	A4	A4	A4				
136	F6	H3	J2	K1	K1		
137	D3	D3	B1	D3			
138	A5	A5	A5	A5	A5	A5	
139	F5	H3	F5	F5			
140	F6	G9	G9	G9			
141	F6	G1	F2				
142	F6	E9	B1	B1	B1		
143	E5	A6	A1	A1	A1	A1	
144	F6	J1	J1	J1	J1		
145	D3	D3	C3				
146	F6	H5	J8	I3			
147	F6	B3	A6	A4	A4		
148	F6	F9	F10	J8			
149	F6	E3	D4	B1			
150	J1	I2	J1	J1			
151	A3	A3	A3				
152	C10	C10	C10				
153	C10	B1	C10	C10			
154	F6	C10	E9	A9	E9	E9	
155	F6	A5	C7				
156	F5	E5	A1	B2			
157	F6	D7	D7				
158	F6	E9	F7	F7			
159	F6	I8	J10	H10	H10		
160	F10	F10	F10	F10			
161	A6	B10	A6	B7			
162	F6	F9	J7	J4			
163	F6	A4	B1	A4			
164	C7	A5	C7	D8			
165	E9	E9	E9	A9	B9	E9	
166	F6	H6	H6	F7			
167	C3	C3	A1				
168	C10	C10	C8				
169	F6	H2	H2	I2			
170	F6	C7	E6	F5			
171	B2	A9	B2	B2	B2		
172	F6	I3	A1	A1	A1		
173	F6	D3	A5	A5	A5		
174	B1	B1	B2	B1			
175	F6	F4	F4	I9			
176	J8	J8	J8	C8			
177	F6	G5					
178	F6	C10	C10	A9			
179	J1	I8	J1	H5	J1		
180	F6	D3	D3	G4			
181	F6	G8	G8				
182	F2	J4	F2	F2			
183	F6	E9	B7	E9	E9		
184	F6	F7	J4				
185	F6	F9	F5	F5			
186	F6	F9	F9	F9	F9		
187	F6	E4	E4	E4			
188	F6	F7					
189	F6	A8	A8	A8			
190	F6	G2	J8	J8	J8		
191	F6	E5	F3	F3	F3		
192	F6	A10	C10	C10			
193	D8	D8	A4	A4			
194	A10	A10	A9	A10			
195	F6	J10	J10	J10			
196	J1	J1	J1				
197	F10	J8	F10	F9	F10		
198	F3	F3	F3				
199	F6	I6	G8	I2	I2		
200	A10	A8	A10				
201	E4	E4	E4				
202	F6	A7	A7				
203	F6	B1	B3	B1			
204	J8	A3	J8	J8	J8		
205	D5	D5	A4				
206	G1	G1	E3	G1			
207	F6	I9	I9				
208	C1	C1	C1	C1	C1		
209	F9	F9	F9				
210	F2	F2	F2				
211	I8	I8	I8	I8			
212	C6	C6	J10	F9			
213	J1	J1	J1	J1			
214	D8	D8	D8	D8			
