id	A	B	C	D	E	F	G
54	F6	F6	G8	G8	G8	F6	
55	D7	K8	E6	J8	G11	J8	I7
56	C8	C8	D7	D2	I13	K12	K3
57	I12	H9	H10	G11	G11	B11	G6
58	F6	F6	F6	F6	H4	G4	I4
59	L9	M9	H4	H4	H4	H4	
60	B10	A12	N10	E14	C7	I6	M7
61	I12	F11	B12	C7	C7	G6	D8
62	D7	K2	B10	J12	M9	M9	M7
63	H7	M3	L3	K2	N3	N3	M5
64	I12	N10	N10	N10	J5	K7	
65	E3	K12	J11	I13	K13	H10	
66		A10	A10	A10	B12	C13	
67	E2	E2	I3	H4	H4	I2	
68	C7	C7	C7	C7	G9	G8	G9
69		H3	H3	H4	H4	H3	H1
70	N10	N10	N9	I5	I5	I5	E13
71	C12	N10	A10	M9	C7	E13	E13
72	I7	K6	K6	L8	K12	K12	
73	H4	K2	K2	K2	K2		
74	B12	J6	A11	E14	A11	B11	
75	K3	M5	J8	G7	G7	H7	F5
76	M5	N5	M5	M5	M5	M5	A11
77	E13	F11	F11	G11	G10	G10	B13
78			G7	B13	B13	B13	B13
79	J11	K12	H1	G8	C7	K8	K11
80	D8	N3	D2	E2	F3	G4	
81	H2	F9	H2	I2	C7	K3	H7
82	H9	C6	K6	K6	C9	B11	G8
83	E9	A12	C12	G8	E13	E13	
84	B10	J6	I5	B10	G9	G9	J10
85	G8	M2	J11				
86	K8	K3	J12	G3			
87	K6	G5	M5	K6	G9	G9	M3
88	C9	K3	F4	G11			
89	F5	M2	N2	N10			
90	F7	C6	E5	N2	J4		
91	G9	G5	H2	C7	K7	H1	
92	C8	F11	H1	J8	I1	H4	M5
93	I6	I2	G11	H2	K2		
94	H2	M9	G10	A11	N10	N3	
95	C8	M5	J8	K2	J11	M5	F5
96	K8	M5	F4	E14	E3	L5	N3
97	J6	I12	E14	C7	K2	J5	
98	D7	I12	K2	M4	N10	C9	M5
99	H9	N10	J11	G4	D6		
100	A12	C12	D2	I6	K11	J9	
101	D3	J11	J11	C7	F6	K11	F8
102	B9	E6	H3	K12	I7	G11	E3
103	D7	N9	G4	J8	K3	D7	B11
104	J11	M5	A10	N2	G12	M5	E7
105	D3	J6	J12	C7	I13	M10	B10
106	K3	D14	C7	K11	C7	J11	F11
107	C12	G11	C7	A11	E14	I6	J4
108	G8	M3	G10	M9	C10	A11	
109	D13	K12	N2	A11	G8	K7	I4
110	H6	A10	N10	D2	K8	G9	E12
111	J6	C6	B12	H4	C7		
112	I12	I6	F6	I6	K3	M10	D8
113	H8	D13	C7	K7	E14	I3	K2
114	G8	L3	K6	C12			
115	M9	M5	D2	G9	I13	E9	
116	A12	B9	E14	G11	I2	M9	I4
117	C9	K12	C6	J7	B13	M10	C7
118	I5	N3	B7	A11	M9	H4	J2
119	F7	E6	G11	C7	C7	K12	H10
120	E13	J6	J11	N10			
121	F5	L8	M5	I12	I1	H4	D7
122	J11	M2	G8	G4	K2		
123	H2	A12	H3	B10	E13	J7	C7
124	K6	G5	A10				
125	J11	H9	N2	F6	J7	I2	M5
126	K12	E3	N3	I3	N10	C9	C7
127	H9	G11	K2	M4	G11	I4	L4
128	E13	I6	I6	G8	J2	F4	G11
129	C12	C8	K2	C7			
130	A12	H3	N10	K12	G9		
131	M9	I12	N2	E14	A11	J8	K3
132	H5	I12	J6	I3	N2	F6	
133	H2	F11	K2	K13	K7	B11	M8
134	L3	G5	A11	B13	C13	G11	
135	B9	I12	E2	K2	M5	G9	I4
136	F5	N5	G3	G12	A11		
137	J11	M5	L8	E2	M8	K3	B11
138	N9	J11	A11	K2	I7	F6	
139	K3	I3	E14	K5	G11	J11	K8
140	J8	G11	G8	H4	I1	F5	
141	F11	B10	H4	C7	K7	I13	
142	K3	B9	N10	N3	M9	J6	J3
143	J6	I2	K6	G4	F6	J6	C13
144	C8	G9	A10	K12	B13	C8	
145	H5	D14	H1	K11	I1	I1	
146	B10	A12	K6	G4	K12	H1	J6
147	I6	E13	C7	F5	J2	G9	E13
148	K12	H5	L8	M4	N2	F4	G9
149	G3	A10	K6	I3	K12	G10	
150	H2	K3	N10	J8	K11	D7	B9
151	G8	H3	I12	K13	J6	K12	C7
152	D7	K8	A10	I6	K7	C13	K11
153	D8	B9	I12	F4	F6	C7	
154	I6	G4	A10	A11	M5	I6	
155	I4	J11	A12	A11	G8	N10	C7
156	G8	G5	J7	C7	E2	E3	E5
157	H9	D2	N2	G9	B11	I4	M7
158	K6	I6	K2	H4	K2	E13	J8
159	J3	H9	K6	C7	C7	H4	J3
160	H6	L2	G11	E2	G8	J3	M3
161	K3	E2	K12	J2	N10	N3	F6
162	H4	A10	C7	J2	J5	N3	F6
163	G4	L8	G8	E14	H1	H4	H12
164	J12	I3	B12	G4	C7	E13	E13
165	J11	K3	K2	C10	A11	C7	
166	C8	M2	N2	B10	G9	J7	B11
167	F5	A12	F9	G4	J5	H7	B11
168	J11	H5	K7	M5	A11	G7	F4
169	H5	N9	I5	M5			
170	E13	J11	C7	E2	C13	M9	J8
171	C12	J6	C12	N2	M9	H4	
172	K3	H3	I12	E1	J8		
173	M5	C8	B12	N10	H1	K3	B11
174	K3	A10	I6	J6	F6	F5	I3
175	D7	H3	J8	C7	F4	E3	M5
176	I6	N10	M9	A11	E13	I6	J2
177	F7	B12	J7	B12			
178	B9	C8	I3	K7	I3	G7	J6
179	M9	B10	G8	J12	C10	G9	K2
180	D12	I6	H3	C10	H1	E2	F4
181	F7	A12	M5	C7	J7	B12	
182	B10	D3	K2	N10	K2	F5	
183	C8	J11	D2	H4	E14	B11	G11
184	I12	C8	J8	F6	H1	F4	J8
185	D3	M9	I12	E2	I13	J8	M10
186	K6	D2	A11	G8	A11	J3	F5
187	N9	K3	E14	I6	H1	C13	B11
188	M9	K12	H3	I13	C7	C13	
189	C12	M2	H4	K7	I3	N10	F8
190	M2	J8	G8	N2	E3	F6	J3
191	B12	B10	J2	N2	A11	A11	
192	K3	K8	H2	F11	I7	I2	I2
193	C12	I12	E14	J6	I3	D8	K12
194	H2	F6	G4	A10	G12	M9	I12
195	H2	M8	A11	E14	G9	D6	
196	M5	E3	C7	J12	I7	F5	C7
197	G9	H9	K3				
198	G4	C13	A11	E13	G4	E2	
199	H9	M2	M4	K12	M9	M5	
200	J11	H10	A10	G4	N3	A11	
201	K12	F4	C13	H4	K3	H7	E9
202	H3	G4	H1	E14	H4	H4	J10
203	C12	G5	K2	N10	G8		
204	I6	K12	C7	B10	K7	C9	B11
205	D3	D13	K2	G10	F4	K8	I5
206	K8	H2	B12	F4	C13	C10	
207	D7	D3	I6	A10	N10	I1	D5
208	K3	J12	H3	A10	C7	J6	G4
209	C6	C13	G8	M4	F4	K3	C7
210	M2	H3	C7	N10	G8		
211	M5	M5	C7	E14	M5	D7	
212	J12	K8	F4	G8	C13	F8	
213	I5	H9	K2	H4	G9	N3	D7
214	E3	E14	I13	H4	K7	J7	H13
215	C6	D2	J6	G11	K7	K7	G9
216	M10	A12	G11	N10	M9	J3	K8
217	C12	B9	H3	F11	C9	J2	M10
218	M5	L9	A11	F11	G9	E13	D10
219	K8	F11	J11	M4	L5		
220	K3	J12	C7	K7	G8	C9	J2
221	G8	H9	K6	M8	J6	D5	
222	C8	E3	L3	M5	H4	K7	G11
223	B10	G9	N9	H2	F6	K3	E12
224	G4	K2	H3	G9	A11	C13	D10
225	B10	J6	F6	K7	C7	K6	E3
226	K12	I3	M5	I6	M9	D7	C7
227	C9	N9	B9	J11	E2	C13	G11
228	B9	J11	J6	I13	I7	N10	I2
229	E13	I12	J8	M8			
230	H1	F4	F11	D2	C6		
231	H2	J11	A11	K12	M5	I3	
232	E3	C13	I6	K2	K7	J2	G4
233	B12	L8	G4	A11			
234	J8	K7	E5	H4	B13	J6	D8
235	K3	K3	A10	C7	F11		
236	H9	I3	A10	A11	K7	M7	N3
237	D12	A10	H4	F6	C10	E13	C10
238	L9	K2	M4	M9	G8		
239	I4	L3	A12	C7	N10	G4	
240	G3	G3	K6	J2	J2	E13	I4
241					E6	K3	K3
