id	A	B	C	D	E	F	G
182	D8	F7	F7	B7	A8	D6	
183	F5	J1	J1	E5			
184	E5	E3	E3	J1	J1	G2	
185	F7	C3	C3	G8	B7	B7	
186	E6	D6	E2	F3	C1	D3	
187	E6	D8	C7	C8	F7		
188	F5	I2	G4	G2	F3		
189	E6	E7	C10	F8			
190	F3	G1	B2	F2	J1	F5	
191	F6	F9	B10	B9	A8	B7	
192	F5	I1	G2	E2	E2		
193	E5	A3	B1	A6	C6		
194	E5	C3	E3	F5	F5		
195	D8	C10	C9	A9	E6		
196	F6	F9	F8	E3	G2	K1	F5
197	F6	F9	D5	A8	C7		
198	E6	B10	B9	E6	I2	F5	
199	E5	A1	A2	A8	A9	E6	
200	E3	I5	I5	E4			
201	F5	G4	J1	J1			
202	F5	J1	G1	J1	J1	F5	
203	F3	G1	D2	D5	E5		
204	D6	D6	G9	E9	E9		
205	F5	I5	I5	F9	G8		
206	F6	J8	J9	J4	G5		
207		E3	E3	E3	A3	E9	
208	G8	G8	F9	G8	B9	E6	
209	E6	D10	D10	C7	E8	J8	
210	H5	H5	I2	G1	C1	B1	E5
211	E5	E2	D4	A9	E6		
212	D5	A5	A5	A9	A8	C7	
213		C7	C7	A4	B6	A4	
214	F6	J10	J10	J10	J10	F6	
215	I8	F9	G5	G5	A9	A9	E6
216	C6	A6	C2	E5			
217	E5	E5	J3	I3	F3	B2	E5
218	F6	H10	F6				
219		F5	F2	F2	E5	F2	
220	F5	H3	E5	E2	J1	F5	
221	E5	A5	A3	B3	G5		
222	C6	C6	F10	B9	F9	F9	
223	E5	B1	D4	F7	H10	F6	
224	D8	D10	D10	A10	E6		
225	E6	A10	A10	A6			
226	E8	D10	H10	D10	A10	E6	
227	E5	A4	A4	A4	D2	J1	J1
228		G5	G5	G5	J4	F9	
229	I6	G8	G4	G4			
230	E6	D7	B9	A10	A10		
231	E6	B7	B7	C10	F9	F8	E3
232	C7	F4	J1	I2	F5		
233		E5	C2	C2	A3		
234	F5	F7	F7	C10	C10	B7	D6
235	B8	C7	E3	F2	H2	C2	E5
236	E5	G5	F1	J1	F5		
237	E5	A4	D5	D5			
238	E5	E5	E5	C6	A9	E6	
239	E6	D8	D8	E9	C10		
240	E6	B7	B7	F5			
241	F1	G1	F2	B2	E5		
242	F6	F10	F10	J7	G6		
243	G4	F2	F2	A3	B3	E5	
244	C2	F2	E2	G1	F5		
245	F6	H10	E5	D5			
246		E5	E5	F4	D10		
247	E6	E9	E9	C10	C8		
248	F6	G9	C7	E5			
249	E5	E2	E2	C1			
250	F5	G4	F4	A4	B6		
251	F6	I6	I6	J4			
252	F6	J9	H10	J9	F6		
253		F3	F3	F3	J3		
254	F5	I2	I2	G5	F3	F3	
255	E5	E2	D3	D3			
256	E6	A9	A9	E6			
257	E6	D7	C9	B10	B10		
258	E5	D4	A1	A1			
259	F6	J8	J8	F6			
260	D8	C10	D5	A4	D5		
261		F5	J4	J4			
262		E6	B8	B8	C8		
263		E5	B1	B1			
264			F9	F9			
265			E7	E7	E7	D10	A10
266			E6	C6			
