id	A	B	C	D	E	F	G
177	E9	E9	F9	A3			
178	F6	A1	A1	A1	A1		
179	F6	F7	F8	F8			
180	F6	D5	C7	C6			
181	F6	H3	F2	F2			
182	F6	F7	I9	I9	I9		
183	F6	E7	E7				
184	F6	F9	F9	I3			
185	A10	C6	A10	A10			
186	J10	B8	J10	J10	J10		
187	E9	E9	B10	E9			
188	F6	C1	B2	C1	C1		
189	G1	J9	J9	G1	G1		
190	F6	A6	A6	A6			
191	F6	I2	J3	G1			
192	C2	B7	C2	C2			
193	I3	B2	I3	I3			
194	B9	G1	B9	B9			
195	J10	J10	H10	J10			
196	F6	E5	E5				
197	F6	I8	I8	J7			
198	F6	E3	A6	A6			
199	F6	B1	C2	C2			
200	A4	A4	A4	A4			
201	D5	A5	D5				
202	A6	B10	B7	A6			
203	A1	A1	A1	A1	A1		
204	F2	F2	F2	F3			
205	F6	B10	B10				
206	H2	H2	H2	H2			
207	B7	B7	E7	B7			
208	F6	A4	D5	A4			
209	B1	B1	B1				
210	F6	A9	A9				
211	A7	A7	A8				
212	I5	I5	I8				
213	E2	E2	E2	E2	E9		
214	E3	E3					
215	F3	F3					
