id	A	B	C	D	E	F	G
58	F6	J7	I6	J7	J8	F6	
59	A6	D4	E5	E2	E5		
60	E6	B10	B6	B2	F2		
61	F6	F9	F9	E9	D7	A5	B5
62	F6	F10	G8	D4	D3		
63	G4	J1	J2	J2	I3		
64	E5	D5	C7	B8	E4	E2	
65	D8	C10	F2	F2	F4		
66	B7	A5	D4	J2	I2	F5	
67	E6	A9	A9	E6			
68	F8	E9	D10	D8			
69	C7	A8	C9	J10	F6		
70	H5	G6	D8	H5	I2	F5	
71	F6	I9	J8	I9	J10	F6	
72	C7	C7	B9	A6	D6		
73	E6	A10	A9	A9	E6		
74	E5	A4	A5	C1	D3		
75	C2	C2	A3	A4	E5		
76	F6	I6	J4	E7	B9	E6	
77	F5	J7	J7	D8	E6		
78	E5	A1	B1	B1	E5		
79	E5	F7	D10	F9	I9	F6	
80	F9	F9	E2	E3	F3	E9	E7
81	E3	A4	A8	B7	E6		
82	F4	F3	F3	F9	F9	A8	C7
83	C7	C7	B7	C7	F10	F7	
84	E7	E9	B10	B6	B1	C2	E5
85	F2	H3	F2	A1	E5		
86	F5	G4	G4	I6	I6	F9	
87	E5	B2	G4	G4			
88	C7	C7	E3	H5	G5		
89	E6	B10	A6	C6			
90	G2	E5	E5	F1	F2		
91	G5	J4	G8	F8			
92	G5	D4	E4	I2	F5		
93	F6	I6	G8	D8	B9	D7	
94	E5	E3	E3	E2	D2		
95	E6	D10	G5	I2	F5		
96	E6	D8	F10	J10	J10	J10	
97	E5	A1	E5	F9	E9	E9	E6
98	E6	A6	A6	A10	B6	C2	
99	E6	A9	B10	B9	C10	D8	
100	E5	B9	A10	D10	E7		
101	F10	F7	F6	G2	E2	E5	
102	E7	F7	G9	H10	F6		
103	E5	C2	C3	E5	D3	B1	E5
104	C7	C7	C7	D6			
105	E5	C2	B1	E5			
106	F5	H3	J4	G8	F6		
107	E9	C10	C7	D6			
108	E5	E5	E5	A4	B2		
109	F3	G2	J4	H2	F5		
110	F6	I8	I8	I8	I8		
111	E5	C2	C2	C3	C7		
112	E5	D5	D5	D6	J4		
113	E5	C1	B1	E5			
114	F6	J10	D10	A10	C8	E6	
115	E6	A10	A6	A6			
116	E5	B1	B1	D3	A1	E5	
117	F5	J4	I3	J1	J1	F5	
118	G2	F1	I2	G5	G5		
119	E5	C2	B1	A3	A9	E6	
120	E6	B8	A6	E4	E3		
121	F5	I2	C3	C3	E2	J1	F5
122	E3	F2	E4	H5	H5		
123		F5	F5	F7	E9		
124	G9	F9	G8	J9	F6		
125	E5	E3	E3	D6			
126	F5	J4	I2	E3	A5	D5	
127	F5	J1	J1	I3	H4	F5	
128	E6	B9	B9	C7			
129	F9	E9	A10	A10	E6		
130	F5	F5	E3	B3	B2	E5	
131	D3	D5	A4	B5			
132		E5	E5	E5	F6		
133	D6	D5	A4	A10	D7	E6	
134	F6	J8	J9	I6	H3	F5	
135	F6	G8	G8	F7	E2		
136	E4	F5	I8	C5	A4	D5	
137	E8	D10	E7	F4	F2	J1	F5
138	A5	A8	A6	A4	C5		
139	F6	J9	J9	E9			
140	E6	D6	D6	F7	C10	C10	A10
141	E4	E2	B3	C1	A1	E5	
142	F7	D8	D6	A4	A4	D5	
143	F3	G1	G2	H5	F5		
144	F6	I8	F10	D10	E7		
145	E6	B9	A8	H10	H10	E9	
146	F9	G7	J1	I4	H6		
147	E9	E9	C9	C7			
148	E5	A5	B2	A4	A5	B1	E5
149	E5	A1	C1	E5			
150	H4	J3	H2	F5			
151	E6	B6	E7	G4	G4		
152	E7	E9	E9	J9			
153	D8	C10	G8	C7	B9	E6	
154	F6	F9	G9	H2	F5		
155	D5	I8	I8	E3	E5		
156	I6	I8	J8	F9	A9	E6	E6
157	E5	E3	E3	F2	J3	J3	
158	F6	F9	D10	C10	D8		
159	F6	F7	F7	F9	J7	F6	
160	B6	B6	C10	D10	I8	F6	
161	F6	H10	F9	F9	A10	E6	
162		E5	E5	E5	I8	I8	
163	F5	F2	F7	F7	F10		
164	E5	B1	B1	C2	D3		
165	G5	I6	J7	F7	I9	F6	
166	F9	C5	A3	C2	E5		
167	E6	E7	H9	J10	F6		
168	D8	D10	H10	G8			
169	F6	J10	J10	F7	F7		
170	E5	D2	D2	D3	B5		
171	F6	F9	H5	H5			
172	G8	I8	H10	F9			
173	F6	H10	E9	F8	A8	C7	E6
174	E5	B2	B2	A6	C3		
175	F6	F9	A9	C7	H3	F5	
176	F5	G5	E7	C10	C10	A10	E6
177	D5	D5	A3	A4	F2	J1	F5
178		G5	I5	I5			
179	F7	F7	F9	F9	G5		
180	E6	A8	A4	B1	E5		
181	E5	E3	C3	A1	E5		
182	F6	G8	G8	G8	J8	F6	
183	D8	B9	A8	F7	F9	F6	
184	E5	B3	B3	C6	B1	E5	
185	H5	H5	F4	D8			
186	H3	H3	D10	F9	F10	F9	F6
187	F5	H5	E3	E3	A4		
188	F6	F9	C8	B8	A8	D6	
189	E5	A3	D5	E5			
190	F5	J1	J1	B1	C1	D3	
191	F6	F7	F7	D8	E6	G2	
192	F5	I2	J4	G8	E8	B7	E6
193	D6	D6	C7	A3	C1	E5	
194	E5	D5	A4	A4	F2		
195	C6	C6	C10	F8			
196	E5	C3	F2	G2	F5		
197	F5	J1	F1	I2	J1	F5	
198	F5	D5	D5	B9	A8	C7	
199	E6	A10	B8	E4	E2		
200	D8	D8	B2	A6	C6		
201	E6	D10	D10	F5			
202	E6	D7	C9	B8	A9		
203	E5	E5	B1	D2	G1	K1	F5
204	E6	D8	B10	B10	A8		
205	B8	B9	D7	F5	I2	F5	
206	E6	D8	A10	A8	A8	E6	
207	F5	G4	J1	J1			
208	H5	I2	I2	J1	J1	F5	
209	E6	B7	D10	D5	D5		
210	A5	A5	E5	E9	E7		
211	I8	I8	E9	G8	G8		
212	F6	J9	J9	J4	F5		
213	E3	E2	G1	F2	E9	E7	
214	E6	B10	G9	G9	J8	H7	
215	F5	I5	I5	F7	F7	B1	E5
216		C7	C7	A9	A9		
217	E2	H5	H5	E9	E6		
218	C4	B3	A5	A9	A8	C7	
219	F3	F3	B3	B1	E5		
220	F6	I8	I8	F9	B5	A4	
221	E5	A1	D2	C3			
222		F5	G4				
223	F6	J10	I9	G5	A9	A9	E6
224		G5	G5	G5	J8		
225	E6	D10	D10	A4	B5		
226	F6	F10	F10	C8	B7		
227	F6	J9	I9	B6	B6	B2	E5
228	F5	G5	G5	J10	J10		
229	F5	F2	F3	I3	F3	F2	
230	F7	F2	F2	G4	J1	F5	
231	D3	C1	E2	E2	G5		
232	E5	E5	E5	D5			
233	E6	D7	B9	B10	B9	F9	
234	C6	A6	C2	A3	E5		
235	E5	B1	D4	F7	H10	F6	
236	E6	A10	A10	A10	E6		
237	E5	A4	C7	A6	D6		
238	E5	A5	D10	D10	A10	E6	
239	G4	E4	A4	D2	J1	J1	F5
240	E5	F2	E3	E2	F9	F9	
241	F5	J1	J1	J4	H5		
242	F6	F10	F10	A10	A10		
243	F1	F2	F3	F9	F7	E2	E5
244	F3	G1	I9	J10	H8	F6	
245	E5	A5	C1	A3	B3		
246	E6	B9	B9	C10	C10	C10	B7
247		E5	E2	E2	F2	H2	C2
248	E8	D10	C10	C10	F9	F6	
249		E6	C6	C6	A9	A9	
250	E5	E2	F2	F5			
251	E6	B7	B7	B7	B1		
252	C7	B7	D5	D4	D4	E5	
253	E6	E9	E9	G8	J7		
254		E5	A4	A4	A4	A3	
255	C2	D2	H2	G1	F5		
256	F5	I2	I2	D5			
257	E5	A4	F4	D10	D9		
258	F6	G9	C10	C10	C8		
259	E5	E2	E2	E5			
260		F4	F1	F1	E2	B6	
261	F5	G4	J4	J4			
262	D8	H10	F10	J9	F6		
263		F4	G2	G2	J3		
264		F7	F7	F7	G5	F3	
265	D8	B10	C5	D3			
266	F6	I6	I6	G7	B10		
267	E5	D4	A1	A1			
268		F5	J3	J3			
269	F6	J7	J7	J3			
270	E6	D8	D8	C7	A4		
271			E7	E7	E7		
272		E5	B1	B1			
273			E7	D10	D10	D10	A10
274			E6	C6			
