id	A	B	C	D	E	F	G
177	J2	I2	J2	J2			
178	F6	B3	C2	A4	B7		
179	F6	B9	B9	B9			
180	F6	I2	A10	A10	A10	A10	
181	B9	B9	B9	D8	B9		
182	F6	E5	I2	I2	I2		
183	F6	E2	C3	C3			
184	D3	D3	E7	C7	D3		
185	I3	I3	H2	I3	I2		
186	F6	J9	J9	J10	J10		
187	F1	F1	F5	F5	A4		
188	J7	J7	J7	C1	C1		
189	I9	I9	J8				
190	F6	G2	J2				
191	F6	A6	C10	A10			
192	F6	J10	J10	J10	J10		
193	E9	H5	E9	E3	E9	E9	
194	F6	C6	D10				
195	F6	E5	E5	E5			
196	A1	B2	B2	A1	A1		
197	A9	A9	B8	A9			
198	F6	F9	F9	H10			
199	F5	F5	I3	I6			
200	F6	F7	C10	C10			
201	F6	B9					
202	F6	F8	F8	F8			
203	J8	J8	J8	J8	J8		
204	F3	E3	G8				
205	F6	E9	G1	G1	E9		
206	F6	E9	E9				
207	A3	C2					
208	B2	B2	B2	B2			
209	B10	B10					
