id	A	B	C	D	E	F	G
98	C7	C7	F7	C7			
99	A3	A4	A3	A3			
100	F6	F2	G1				
101	F6	E9	E9	E9	E9	E9	
102	F6	A4	A4	A5	A5		
103	F6	J8	J8	J8	J8		
104	C9	B9	A8				
105	F6	G2	G2	G2			
106	C10	C10	E5	C10	B9		
107	B1	J1	B1	B1	B1		
108	J1	J1	J1	J1	J1		
109	A5	A5	A5	B1	A5		
110	H3	H3	G2	H3	H3		
111	A9	A9	A10				
112	A10	B2	A10	A10	A10		
113	F8	F9	A1	A1	A1		
114	F6	G9	G9				
115	F9	B1	F9	F9	F9		
116	F6	G8	E5	A4			
117	F6	E9	E9	E9	F9		
118	I2	I2	I2	J10			
119	F6	C6	F3	F3	F3		
120	F9	F9	F9	F9	F9		
121	G2	G2	G2				
122	F9	F9	C6	A8	A8		
123	B7	B7	B7	B7	B7		
124	F6	B8	F7	E5			
125	F6	E9	F9	F9			
126	A8	A8	E5	A8	A8		
127	A5	G2	A5	A5			
128	A10	A10	B9	A10			
129	F6	A8	B9	B9	B9		
130	F6	E5	I2	I2			
131	E9	I8	E9	E9	E9		
132	F6	A8	E3	E2			
133	F6	G2	E2				
134	I9	I9	I9	I9			
135	F6	A10	B9	B10			
136	F6	I8	F9	I8			
137	A4	B10	A4	A4	A4		
138	F6	G9	G2	G2	G2		
139	E9	E9	E9				
140	F10	F10	F10	F10	F10		
141	I2	I2	A6	I2	I2		
142	C2	E2	E3	C2			
143	C1	C1	B1	B2			
144	D8	C6	E7	F2			
145	F6	F8	F8	F7			
146	J1	D10	J1	J1	J1	J1	
147	H10	H10	J10	H10			
148	F6	J7	F9	F9	F9	F9	
149	F6	E4	E4	E4			
150	F6	J9	J9	F10			
151	F6	F7	F7	F7			
152	I9	J10	J9	J9			
153	E9	E9	E9	E9	E9	E9	
154	E3	J3	E3	E3			
155	E7	E2	A4	E2	E2	E2	
156	C9	A6	B9				
157	F6	G8	G8	J10			
158	G1	G1	G1	A8	A8		
159	A4	A4	C3	A4	B2		
160	F6	D2	B1	A1			
161	F6	C10	C10	C10	C10		
162	E2	E2	J4	E2			
163	F6	E9	E9	D10			
164	B9	B9	B9	C10			
165	I2	I2	I2	I2	I2		
166	F6	B8	J4	J4			
167	C2	C2	C2	C2	C2	C2	
168	F6	B2	A3	A4			
169	B1	B1	B1	B1	B1	B1	
170	F6	F3	H10	H10			
171	F6	D6	E9	D8			
172	A8	A8	D10	E9			
173	F6	J3	I2	I3			
174	G5	G5	C7	G5	G5		
175	F6	E5	E5				
176	F6	E5	E9	F9			
177	E2	H5	E2	A1			
178	F6	H3	I2	I2			
179	C7	D10	D10	C7			
180	H10	F9	G8	H10			
181	F6	A4	C2	E3	A4		
182	F6	H5	H5	H5			
183	C10	A5	C10	C10			
184	E9	A9	E9	E9			
185	I5	I5	I8	I8			
186	D5	D5	B1				
187	F6	J10	J10	J10	J10		
188	A7	D10	C7	A9			
189	A9	B1	A4	A6			
190	J10	J10	J10	J10	J10		
191	A3	A3	A1				
192	F6	F3	F3	F3			
193	J8	G8	G8	J8			
194	F6	D10	C7	A5			
195	F6	F5	F5	J1	J1	J1	
196	F6	C10	F9	F9			
197	F9	F9	F9	F9			
198	C3	C3	C3	C3			
199	F6	F7	E2	E2	E2		
200	F10	F10	F10	F7	F10		
201	F6	A10	A10	A10			
202	J3	I3	J3				
203	E2	E2	E2	E2	E2		
204	F6	F9	J7	J7			
205	A4	A4	A5				
206	F6	B10	B10	C10			
207	H2	H2	H2	H2			
208	F6	J3	J3	J3			
209	A6	A6	A6	A6			
210	F6	B1	B1	B1			
211	C1	J4	C1	C1	C1		
212	A10	A9	A10				
213	F6	F1	F1				
214	B2	B2	B2				
215	F6	F7	F7				
216	F6	D3					
217		G5					
218	C10	C10	C10				
219	J7	J7					
