id	A	B	C	D	E	F	G
190	F6	C1	D3	C1	C1		
191	F6	J4	I8	J8			
192	F6	I6	J2	J2			
193	F6	A4	A4				
194	F6	C2	D5	C2	C2	C2	
195	E4	F2	F1	J1			
196	G2	G2	G2				
197	F6	C6	E2	E2			
198	F6	F7	F7	F7			
199	F6	E9	A10	A10			
200	G4	D2	D3				
201	B1	B6	B1	B1			
202	A5	A5	A5				
203	A8	A8	A8	A8			
204	F6	G9	D8	B10			
205	G2	G2	G2	G2			
206	J4	J4	J4	F9			
207	B1	B1	E5	A3			
208	I8	I8	I8				
209	F6	F9	F9				
210	E9	E9	I9	E9	E9		
211	A9	D10	A9	A9			
212	F6	J10	J10	J10	J10		
213	C2	C2	C2	C2	C2		
214	J3	J3					
215	F9	F9					
