id	A	B	C	D	E	F	G
96	E5	E6	E6	E6	E6	E6	
97	F6	F6	F6				
98	F8	F7	D8	F8			
99	E5	F5	B1	B1	B1		
100	D6	C8	F6	D4	D4		
101	F5	B6	B6	B6			
102	E5	E5	E5	B2	A4		
103	D5	D5	D5	D5	A4		
104	C7	C7	C3	B7	C7		
105	F5	F5	F5	F5	F5	G9	
106	F4	E5	E5	F4			
107	F4	F8	F8	F8	F8	F8	
108	G5	G5	H4	H4			
109	F6	E9	A7	A7	A7		
110	H4	I3	H4	H4			
111	E5	E5	E5	E5	E5		
112	E6	E6	A9	E6			
113	E6	E6	E6	E6	A9		
114	E5	E5	E5	E5			
115	B4	B4	B4	B4	B4		
116	E7	C4	C4	E7	E7		
117	E5	E5	D2				
118	E6	E6	E6	E6	E6	E6	
119	G7	F6	F6	F6	G7		
120	E5	E5	E5	E5	C2		
121	E5	D3	D3	D3	D3		
122	F6	E8	H6	H6			
123	F4	F4	H5	I4			
124	F5	I3	I3	I3	I3		
125	E5	H3	E5	E5	E5		
126	E5	E9	F4	F4	F4		
127	E5	E5	E5	E5	E5	E5	
128	F6	E8	E8	H10	H10	F9	
129	C5	B9	D5	C5			
130	I8	J1	I8	I8	I8		
131	C5	C5	C5	C5	C5	C5	
132	E6	E6	A9	E6			
133	E6	E6	C8	C8			
134	E5	E5	E5	E5	E5	E5	
135	F8	F8	F8	J9	F8		
136	D7	D7	D7	D7	D7		
137	E6	E6	E6	D5			
138	E5	E5	E5	E5			
139	E5	C2	B1	B1	B1		
140	F6	G7	G7	G7			
141	C6	C6	B7	B6			
142	G8	F7	E9	E9			
143	E6	E6	E6	E6			
144	E5	E5	E5	A4	A3		
145	D9	B5	E6	F8			
146	C7	C7	C7	A8			
147	F5	F5	F5	F5	F5		
148	F6	G8	G8	G8			
149	F5	F5	F5	I2	J1		
150	E5	G3	G3	G3	G3		
151	E6	E6	E6	A10	E6		
152	F5	J1	J1	H2	H2		
153	F6	F6	F6	F6	F6		
154	F6	F6	J8	F6			
155	D8	D8	D8	D8	D8		
156	F6	F6	F6	I9			
157	E5	F6	G8	F6			
158	E6	E5	E5	E5	E5	E5	
159	F6	H8	H8	D6			
160	F8	E3	F8				
161	F6	F6	F6	F6	E8	E8	
162	E6	E6	E6	E6	E6		
163	F5	F5	F5	F5	F5	F5	
164	H4	G1	G1	G1			
165	F6	F4	F8	F8	F8		
166	C9	C9	D9	D9	C9		
167	E5	E5	E5	E5	E5	E5	
168	F5	F5	F5	J1			
169	F6	D8	D8	C10			
170	D9	D9	G4	D9			
171	E6	B9	B9	F2			
172	F5	F5	F5	F1	F1		
173	F5	F5	D3	F5			
174	D9	C10	D9	D9			
175	F5	F5	F5	F5	J1		
176	F6	C6	F6	F6			
177	E5	E5	E5				
178	E5	E5	E5	E5	E5		
179	F3	I8	H8	F3			
180	E5	E5	E5	F8			
181	F5	F5	F5	F5	F5	F5	
182	E5	F3	F3	F3	F3		
183	F5	F5	F5				
184	E5	E5	E5	E5	E5		
185	E5	C4	C4	C4			
186	E5	E5	E5	E5	E5		
187	E3	E8	E8	E8	E8		
188	F5	F5	F5	F5	F5		
189	E6	E5	E5	E5	E5	E5	
190	F3	F3	F3	F3	F3		
191	F6	G8	G8	G8			
192	E6	E6	E6	A10	A10		
193	F6	I9	I9	I9			
194	F5	F5	F5	F5			
195	E5	E5	E5	E5			
196	F5	F5	F5	F5	F5	F5	
197	F6	F6	F6	F6			
198	H4	H4	H4	H4	H4		
199	G5	G5	G5	G5			
200	C4	A3	A3				
201	E6	E5	E5	E5	E5		
202	E6	H4	H4	H4			
203	H8	H8	I6				
204	D9	D9					
