id	A	B	C	D	E	F	G
85	G8	G8	G8				
86	F6	C7	B9	B9	B9		
87	F6	B1	B1	B1	B1		
88	F6	B8	C2	C2	C2	C2	
89	A8	A8	A8	A6			
90	F6	D8	C6	C6			
91	F6	C7	C7	I9			
92	F6	E9	D8	E9			
93	F6	F10	J8	F10	F10		
94	B1	B2	B1	B1	B1		
95	I8	F9	F9				
96	F6	J1	I3	J1			
97	B10	C10	C10				
98	F6	G5					
99	F6	H3	B7	B7	B7		
100	F2	F2	F2	F2	F2		
101	C1	C1	D3	A3			
102	B7	B7	A6	B7	B7		
103	F6	J10	J10	J10			
104	F6	F10	F10				
105	F6	D10	A8	C1	C1		
106	J3	I3	J4	I3			
107	F6	G2	E2	J4			
108	F6	H10	D10	H10	H10		
109	F6	F5					
110	F6	H6	D10	H6			
111	F6	F9	F9	F9	F9		
112	C2	C2	C2	D2			
113	J1	A1	J1	J1	J1		
114	J9	J9	J10	E9			
115	F6	G2	A8	D6	A8		
116	G1	F1	F1	A1	G1		
117	F6	F10	F7				
118	F6	I2	I2				
119	F3	F4	F4				
120	C1	C1	E3				
121	F6	I2	J8	J4			
122	A4	A4	A8	A9			
123	F5	C1	C1	C1	H3		
124	A3	A3	A3	A3			
125	C9	C9	F3				
126	F5	G4	F5	F3			
127	F6	F9	G9	F7			
128	F6	C7	D6				
129		F10	A6	F10	D7		
130	G8	G8	B8				
131	F6	C6	E5	I2	I2		
132	C10	J10	C10	C10	C10		
133	F6	F9	E5	F9	F9		
134	F6	F7	F2	H2			
135	F6	I9	I9	I9	I9		
136	F2	J1	J1	F2			
137	F6	J1	J1	J1			
138	F6	E9	F7	E9	C10	E9	
139	F6	A9	B8				
140	F6	A4	C7	A4	A4		
141	F6	J4	J1	J1	J1		
142	F6	A1	A1	A1	A1		
143	F6	E3	E2	F4			
144	F5	F5	F8	F8			
145	A4	D5	D5	F7			
146	F6	I6	I6				
147	F6	A1	D5	A1	A1	A1	
148	J2	I2	I2				
149	C3	C3	C3	C3			
150	F3	F3	F3	F3	F3		
151	B1	F2	F2	B1			
152	C10	C10	A8				
153	G9	G9	F9	F9			
154	E9	B9	A6	E9	E9		
155	F6	I3	C10	C10	E9		
156	J2	I2	J2	F10			
157		J4	I5	K1			
158	F6	D3	D6	C7			
159	F6	D8	D10	I8	I8		
160	F6	H10	H10				
161	F5	I3	F5	F5	F5		
162	F6	F7	F7				
163	J10	J10	J10	F9			
164	A5	F9	A5	A5	A5		
165	C10	C10	C10	C2			
166	F6	B10	B7	B7	B7		
167	F6	J7	C10	C10			
168	J10	F7	J10	F9	J10		
169	F6	F2					
170	F6	A10	A10	A10			
171	J8	G8	J8	H5	J8		
172	F5	F5	B7	B7			
173	F6	C3	B2	C2	C2		
174	F6	E3	A3	A3			
175	A10	A10	A9	A9			
176	F6	C10	F9	F8			
177	E7	E7	E7				
178	F9	B6	F9	F7	F9	F9	
179	F6	F9	G8	F9			
180	C10	C10	J1				
181	G2	G2	G2				
182	F6	J3	J3	J3	J3		
183	C2	C2	C2	C2	C2		
184	A10	A10	A10	A10			
185	F1	F1	F1	F1			
186	F6	C7	C8				
187	F6	E2	F9	F9			
188	F6	D5	A1	A1			
189	F6	E2	E2	E2	E2	E2	
190	E5	E5	E5				
191	A4	A4	A4	A4			
192	A5	A5	A9	E9			
193	F6	D5	A3	A1			
194	F6	I8	C10	H5	C10		
195	E9	E9	E9	E9	E9		
196	F6	I8	I8	I8	F2		
197	E3	E3	E3	A10			
198	C3	C3	C3	C3			
199	A10	A8	A8				
200	J1	J1	J1				
201	C8	B8	C7	C8			
202	J3	G1	J1	J1			
203	F6	A4	E2	E2			
204	B1	B1	B1	B1			
205	D3	D3	D3	D3			
206	F6	E9					
207	B10	B10					
208	C7	A6	C7				
209	A10	A10	A10	A10	A10		
210	A9	A9	A9				
211	A4	F3	A4	A4			
212	D8	D8	D8				
213	B7	B7	C10	A9			
214	A4	A4	A4				
215	G2	G2					
216		G5	G5				
