id	A	B	C	D	E	F	G
60	A1	E2	I2	A1	A1	A1	
61	J10	E9	J10	F9	J10		
62	F6	C3	E3	G1	J1		
63	F6	C10	D10	D10			
64	B6	D10	B6	B10	B6		
65		H10	F9	E8			
66	H5	H5	H5	H5			
67	F6	C7	A3	G5			
68	F6	G2	J1	E2	E2		
69	H2	J10	H2	H2	H2		
70	F6	B9	C7	C7			
71		F9	D5	F9	F9		
72	F7	F7	H5				
73	J1	J4	J1	J1	J1	J1	
74	F6	B8	B9	D10			
75	F6	C6	F9	F9	F9	F9	
76	F6	G5	J7	C10	C10		
77	F6	D10	E9	E9	E9		
78	F6	B8	F9	G8	F9		
79	F9	F9	J10	F9	F9		
80	B3	B3	B3	A6			
81	E2	A9	D8	E2	E2		
82	F6	A1	A1	A1			
83	A4	E5	A4	A4			
84	E3	C1	C1	C1			
85	E9	E9	E9	E9			
86	F6	C1	C1	A1	E4		
87	F6	F9	B7	B7	B7		
88	F6	D3	D3				
89	G5	G5	G5				
90	B1	D8	B1	C1	B1		
91	F6	G9	F9	F10			
92	A6	A6	A6	B5			
93	J4	J4	J1	J4	G2		
94	F6	E2	E5	H2			
95	F6	G8					
96	F6	C10	C10	C10	C10		
97	F6	I8	B1	B1	J8		
98	F6	J3	A5	A5	A5		
99	A8	A8	E3	E3			
100	F6	F7	F1	F1			
101	C3	C3	A4	E4	F3		
102	F6	F9	J1	J1	J1	J1	
103	F6	I8	I8	I8	I8		
104	B1	C2	A1				
105	F6	I3	F7	F7			
106	F6	B1	B1	B1	B1		
107	I9	I9	B9	B9	B9		
108	F6	C2	C2	C3			
109	F6	I6	H6	I8			
110	J1	J1	J1	F2			
111	F6	A8	C10	A8	A8		
112	I2	I2	I2	I2	G1		
113	F6	J10	J10	J9	J10		
114	H2	H2	H2	G2			
115	F6	D10	D10	A9	A10		
116	F1	F1	C3	F1			
117	F6	E9	A10	A9	E9	E9	
118	F9	J8	H10	J8			
119	F6	A3	A8	B9	A8		
120	F6	E9	B2	B2	B2		
121	F6	I5	I5	B7	B7		
122	F6	J1	J1	J1	J1		
123	E5	E2	H2	H3			
124	F6	J1	J1	J1	J1		
125	F6	A8	A8	A8	A8		
126	F6	G2	G2				
127	I2	D10	I2	I2	I2		
128	B2	C6	A5	B3			
129	J3	J3	J3	E5			
130	A10	A8	A10	G9	B9		
131	F6	F9	C7	F9			
132	D5	D5	D5				
133	B1	B1	B1	B1			
134	F6	A9	A9	A9			
135	J10	J10	J10	J10	H10		
136	F6	J4	J3	C2	C2		
137	F6	H10	G8	J3			
138	G1	F3	G1				
139	F6	C2	C2	C2	C2	C2	
140	F7	F7	F7				
141	B1	B1	B1	E3	B1	B1	
142	E9	E9	E9	E9	E9		
143	H5	H5	H5	H5			
144	F6	E9					
145	F6	H3	J2	J2			
146	D8	E5	E5				
147	F9	C7	C7	F9			
148	A4	A4	E4	A4			
149	F6	D5	E5				
150	J9	J8	I9	I9			
151	C1	C1	C1	C7			
152	F6	C1	C1	C1	C1		
153	A4	A4	A4	A4			
154	F6	F8	F8	F8			
155	F6	B7	B7	B7	B7	B7	
156	F6	I8	I8	I8	I8		
157	F6	I9	I9				
158	F6	B2	B2	B2			
159	F6	C10	C10	C10			
160	E3	A9	E3	E3			
161	F9	F9	F9	F9	F9		
162	G1	H3	G1	J1			
163	B2	C3	F3	F3			
164	B8	B8	C7	B1			
165	F6	G8	F9	F9			
166	F6	D10	A10	C8			
167	F6	C1	A5	A5	A5		
168	F6	A6	A8	A4	A1		
169	J4	F5	I2	B9			
170	E2	F7	F7	F7	E2		
171	H2	I2	D2	D2			
172	B9	B9	C10	C10			
173	F6	E5	E5	I8			
174	F6	C1	C1	C1	C1		
175	D3	A1	D3	D3	D3		
176	J10	F9	D8	J10	J10		
177	F6	F3	F3	F3	F3		
178	F6	F2	F2	E5	A5		
179	F6	J7	E9	E9			
180	F6	C2	J8				
181	F6	I9	H10	F2			
182	B6	A9	A9	A8			
183	A8	A8	A8				
184	F7	F7	D8	B8			
185	A9	A9	A9	A6			
186	H2	J4	J4	I3			
187	F6	J1	I2	J1			
188	E5	E5	E5				
189	F6	D8	D8				
190	F6	A9	A9	A9	A9		
191	E3	E3	D2	E3			
192	A5	A5	A5	A5	A5	A5	
193	F6	J3	J4				
194	F10	J7	C10	C10	C10		
195	F6	F10	F10	F10	F10		
196	D10	D10	F3	F3			
197	F6	A5	F9	F9	F9		
198	F6	C10	C10	C10			
199	C10	C10	C10	C10	C10		
200	F6	A1	A1	A1	A1		
201	C7	C7	C7				
202	F6	F3	H10	H10	H10		
203	I2	I2	I2	I2			
204	F6	C10					
205	J1	J1	J1				
206	A10	A10	A10	A10			
207	J7	J7	J7	D7			
208	E5	F9	F7	E5			
209	F9	F9					
210	B3	B3	B1				
211	A4	A3	A4				
212	C6	C6					
213	D3	D3					
214		I6	I6				
