id	A	B	C	D	E	F	G
190	I6	I5	G2	F2	F5		
191	D8	C10	D8	F3			
192	F1	F1	B1	E1	J1	F5	
193	E6	A10	C10	B9	B7	C7	
194	E3	B1	B2	E3	E4		
195	C7	C7	D5	G5	F5		
196	E5	B3	B3	A9	A9		
197	F6	I9	F7	J1	K1	G4	F5
198	E6	B10	B10	A8	C7		
199	F3	G1	E3	F1	I2	F5	
200	E5	D10	D10	E6			
201	E6	B9	B10	A8	A9	E6	
202	F	G9	G9	G9	E4		
203	E6	D6	D10	D10	D5		
204		E6	C9	C9	E9		
205	D8	D10	D10	G8	G8		
206		G5	I5	I5	J4		
207	G8	G8	J9	G8	C10	E9	
208	E5	A3	B2	G1			
209	E5	E2	D5	F7	J8	J8	
210		C7	C7	A3	A3		
211	G4	I2	I2	F5			
212	F6	F7	F7	F9	E9		
213	E6	B8	A5	A9	A8	E6	
214	E5	A1	A3	B1	E5		
215	F5	H5	H5	G9			
216	C2	D2	D2	D3			
217	E6	B7	F8	J8	J10	F6	
218		E5	C2	C2	C2	B6	A9
219	D6	F9	F8				
220	F6	H10	F10	B7	D6		
221	F6	I9	I9	F7	D4	B2	
222	E8	D10	H10	J10	F6		
223	D3	C1	F2	I3	F2	F5	
224		F5	F2	F2	G4	J1	
225	F5	H3	E2	E2	G5		
226	F5	G5	G5	B9	B9	F9	
227	C6	A6	D2	A3	C4		
228	G8	F9	B10	D8	E6		
229	E6	A10	A10	A10	E6		
230	E5	A4	A4	A6			
231	F5	F2	E5	E5	A10	E6	
232	E5	E2	G1	E2	F3	J1	F5
233	F5	G4	G5	D10	D10		
234	F5	J1	J1	J4	I6	F9	
235	F6	G8	H10	G10	A10	E6	
236			D5	D5	D5	F9	
237		F5	H2	H2	J1	F3	E2
238	E5	A5	A4	B3	A3		
239	E5	E5	E5	C7	A8	C10	B7
240	F5	I2	I2	F2	H2	C2	E5
241	F6	F10	F10	C10	C10		
242	F3	F2	F1	J1	F5		
243		E5	E5	C6	A9	A9	
244	D8	B10	B8	C10	D8		
245	E5	A4	E2	F5			
246	E5	E2	E2	C1	B1		
247		F3	F3	F2	B2		
248	F6	F9	F7	J7	G6		
249			F4	F4	F4	A3	
250	F5	F2	F2	G2	G1		
251	B8	C7	E5	D5			
252		F7	F7	F7	B10	D10	
253	E6	B9	B9	F9	C8		
254	E6	E9	E9	E5			
255	F6	J8	J8	I9			
256	E5	A5	C7	C8	B6	D6	
257	F6	F10	F10	J9	F6		
258	F6	J9	J4	J3	H4		
259	E6	D8	D8	D3			
260	E5	D4	A1	A1			
261	F6	J7	J7	G5			
262		F5	J3	J3			
263		E5	E5	E5	D5		
264		E5	B1	B1			
265		F6	G7	J10	J10		
266			E7	E7	E7	D10	A10
267			E6	C6			
