id	A	B	C	D	E	F	G
76	J10	I8	J10	J10	J10		
77	B8	B10	B8	B8			
78	I9	I9	I9	I9			
79	J2	J2	F2	F1			
80	F6	A10	A10	A10			
81	F6	A3	A9	A9	A9		
82	I2	F9	I2	I2	I2		
83	F6	A8	A8	A8	A8		
84	F6	A10	A10	A10			
85	F6	I9	I9	I9			
86	E9	E9	E9	E9	E9	E9	
87	F6	A4	A4	A4			
88	D3	D3	D3	D3			
89	C7	A3	A3				
90	E5	E5	E5				
91	B6	B6	B6	B6	B1		
92	J1	J1	J1	J1	J1		
93	B9	A6	A6	B9			
94	F6	F3	E2	C1			
95	F8	F9	F9	F9	F9		
96	B10	F7	C10	E9			
97	G1	F3	E5	G1			
98	A10	A10	A4	A4	A10	A10	
99	C9	A9	A9				
100	B1	B8	C7	C7			
101	F6	C10	B9	B9	B9		
102	H10	C10	C10	C10	C10		
103	F6	A4	B2	C2	A4		
104	E9	E9	B9	D8			
105	F6	D5	D2	B1	B1		
106	J1	J1	J1	J1			
107	C3	C3	A5	A3	A3		
108	K1	J10	J9	J9	K1		
109	C10	C10	C10	C10	C10		
110	F6	B8	B8	D5	E2		
111	F6	E9	F9	F9			
112	F6	B8	A4	D3	D3		
113	I8	I8	I8	I8	F9		
114	F9	F9	F9	F9			
115	F6	J4	J4	J3			
116	A5	A1	B1	A5	A5		
117	F6	C10	C2	C2	C2	C2	
118	F6	C7	F2	F2			
119	F9	B2	F9	F9	F9	F9	
120	F6	E5	C10	C10	C10		
121	F6	C2	A3	C2	C2		
122	F6	D8	D8	D8			
123	F6	I8	I8	F7	I8		
124	F6	G1	F2	E2			
125	F6	F1	G5	G5			
126	C10	A10	C10	B8			
127	F6	G9	J10	J10			
128	C10	D10	C10	C10			
129	F6	B6	C10	A9	A9	A9	
130	F6	J1	I9	J1	J1	J1	
131	F6	G8	D10				
132	F6	J8	J7	J8	J8		
133	F6	J10	J10	J10	J10		
134	F6	G8	D7	D7	D7		
135	F6	B10	D10				
136	F6	A8	C2	A8	A8	A8	
137	F6	J3	F2	G4	A1	A1	
138	F6	E2	G5	F9	F9		
139	F6	E3	E2	C1	C1		
140	F6	I2	F4	H2			
141	B2	B2	A9	A9			
142	A10	B6	B9	B10			
143	D8	A4	A4	F9			
144	F6	J8	J8	J8	J8		
145	B3	B3	E3	B9			
146	I2	I2	I2	I2	I2		
147	C2	A1	C2	C2			
148	F6	F5	F5	F5	D3		
149	F6	E9	J9	J9			
150	F6	G1	G1	G1	G1		
151	B6	B6	B6	A8	B6		
152	F6	F7	I9	I9	I9		
153	F6	E3	A6	A6			
154	J10	J10	G9	J10	J10		
155	F6	F9	C7	H3	H3		
156	F6	A9	A9	A9	A9		
157	E5	E5	E3	E5			
158	F6	C10	D10				
159	C1	C1	J1	C1	C1		
160	A5	A5	A5	A5			
161	F6	D8	E7				
162	E4	E4	E4	E4			
163	F6	G2	I2	I2	G2		
164	A8	B9	B9	A8	A8		
165	G5	I6	H5	H5			
166	I3	I3	J4				
167	I8	I8	I8	I8	I8		
168	F6	A5	A6				
169	D3	D3	C1				
170	B9	B9	C6	B9			
171	F6	D10	F7	F8			
172	A9	A9	A9				
173	F6	I3	A4	A4	A4		
174	F6	A9	A9	A9			
175	F7	C7	C6	F9			
176	A6	A6	A6	A6			
177	F6	F2	J8	J8	J8		
178	A8	A8	A8	A8	A8		
179	J1	C1	B2	J1	J1	J1	
180	F6	D5	D5				
181	B1	A4	B1	B1	B1		
182	E9	E9	E9	E9	E9		
183	F6	E2	E2	E2			
184	B2	F7	C7	B2	B2		
185	F6	A4	G8	G8			
186	B1	J10	B1	B1	B1	B1	
187	F6	C3	B1	C3			
188	I2	I2	I2	I2	I2		
189	E9	J4	E9	E9	E9	E9	
190	F6	F7	B9	G9			
191	F6	D4	E2	F9	F9		
192	F6	A8	A8	A8	A8		
193	J3	J3	J3	J3	J3		
194	F6	A8	A9	A8			
195	F10	F10	F9	F9	F10		
196	B8	B8	B8				
197	F6	I8	F9	I8			
198	C10	C10	F9	A10			
199	F6	F5	B7	B7			
200	F6	E2	E2	E2	E2		
201	F2	B10	F2	F2	F2		
202	A8	A8	A8				
203	E4	E4	E4	E4	E4		
204	A3	A3	A3	A3	A5		
205	B9	E2	B9	B9	B9		
206	G8	G8	G8				
207	A5	A5	A5	A5			
208	F6	G2	J10	J10			
209	D6	D6	D6				
210		C6	C6	C6			
211	J7	J7	J7				
212		J3	J3	J3	J3		
213	F2	F2	F2				
214		E5					
215		F10	F10				
