id	A	B	C	D	E	F	G
146	F6	B1	B1	B1	B1		
147	F6	D3	D3	D3			
148	F9	F9	A9	F9			
149		A10	A10	A10	A10		
150	F6	B2	F9	B2	B2		
151	F8	F8	F8	J10			
152	F6	B1	B1	B1	B1		
153	F5	F5	B9	F5	F5		
154		G5	C10	C10	C10		
155	F6	B9	C2	C2	C2	C2	
156	F6	E5	E5				
157	A4	A5	A5				
158	D5	A1	D5	C7			
159	C10	D5	F10				
160	F6	J8	J8	E2			
161	F5	D5	E9				
162	F6	C3	E9	E9	I8	E9	
163	F6	F9	F9				
164	F6	I6	J2	J2			
165		G4	I6	A10			
166	A10	A5	A10	A10	A10		
167	F6	E2					
168	G5	G5	G5				
169	J10	B8	B8	C10	J10		
170				C10	H10		
171		J8	J8	F7	J8	A5	
172	F6	I3	C1	C1	C1		
173	F6	D10	J10	J10			
174	F5	A4	A4	C7	A4		
175	F6	A10	A10	A10	B7		
176	F2	E9	E9	F2	F2		
177		E3	E3	A8	A8		
178				F3			
179	F6	C3	B1	A3			
180	F6	C6	A10	B10			
181	F6	F7	F7	F9	F9		
182	F6	A5	A5	A5	F2		
183	F6	G8	F9				
184	D5	D5	D5				
185	G1	E5	E5	G1	G1		
186	F6	I9	I9	I9			
187	A4	B9	G8	A4			
188	F6	J4	J4	F9	F9		
189	E5	A9	A9				
190	F6	E9	E9	E9	E9	E9	
191			G4	J1	J1		
192	F6	D2	B1	B7			
193			C7				
194	F6	A5	A5	A4	A5		
195	F9	E4	E4	E4	F9		
196	F6	I8	F4	F4			
197	F6	E9	H2	H2			
198	A10	J7	A10	A10	A10	A10	
199	E9	G2	E9	E9	E9		
200		A4	A4				
201	A8	A8					
202		H10	J3	H10			
203	B10	B10					
