id	A	B	C	D	E	F	G
167.0	D3	J1	D3	E3			
168.0				F10			
169.0	F6	B9	B9	D10			
170.0		G5	E5				
171.0	F6	A9	A9	A9	A9		
172.0		F7	F7	F10			
173.0	G1	E3	C2	E3	G1		
174.0	F6	H2	G1	G2			
175.0	F6	J10	J10	J10	J10		
176.0	J1	H5	H5	H5	J1		
177.0	B7	B7	F9	B7	B7		
178.0	F6	E2	C8	C8			
179.0	D8	D5	D5	D5			
180.0	F6	F7	J7	J7			
181.0	F6	B9	B9	B9			
182.0	I9	I9	F10	I9			
183.0	F6	E4	E4	E4			
184.0	E3	F2	A4	A4			
185.0	F6	I8	I8	I8	I8		
186.0	F6	J3	H3	E3	H3		
187.0	F6	E9	C7	E9	E9		
188.0	F6	G1	E5	H2			
189.0			F4				
190.0	F6	C2	C2	C2	C2		
191.0	F3	F3	F3	F3	F3		
192.0	F6	F7	D10	D10			
193.0	F1	F1	F1	F1			
194.0	F6	E7	C10	C10	E9		
195.0	A9	A9	A9	H5	F9	A9	
196.0	F10	F7	F7	F10			
197.0	F6	B7	B7	B7	B7		
198.0	F7	A10	F7	F9			
199.0	I9	I9	I9				
200.0			F3	F3			
201.0							
202.0	F6	G5	J1	J1			
